,datetime,ip,name,latency,status
846,1582126852.818325,10.7.0.4,chlorinatorsensor,7.96198844909668,1
847,1582126852.825755,10.6.0.2,pump2sensor,9.376049041748047,1
848,1582126853.020499,10.7.0.3,pump3sensor,7.460832595825195,1
849,1582126853.03047,10.6.0.1,reservoirsensor,11.760950088500977,1
850,1582126853.03082,10.7.0.4,chlorinetanksensor,9.478092193603516,1
851,1582126853.214849,10.6.0.1,valve1sensor,11.346101760864258,1
852,1582126853.248061,10.7.0.4,chlorinepumpsensor,7.673025131225586,1
853,1582126853.402086,10.6.0.2,valve2sensor,7.538080215454102,1
854,1582126853.419322,10.7.0.3,valve3sensor,7.978916168212891,1
855,1582126853.432104,10.7.0.4,chlorinevalvesensor,7.505178451538086,1
856,1582126853.81034,10.6.0.1,pump1sensor,7.646083831787109,1
857,1582126853.82646,10.7.0.4,chlorinatorsensor,6.908893585205078,1
858,1582126853.834933,10.6.0.2,pump2sensor,7.972002029418945,1
859,1582126853.842746,10.7.0.3,municipaltanksensor,220.7338809967041,1
860,1582126854.046185,10.7.0.4,chlorinetanksensor,14.09602165222168,1
861,1582126854.046806,10.6.0.1,reservoirsensor,15.098094940185547,1
862,1582126854.226173,10.6.0.1,valve1sensor,10.107994079589844,1
863,1582126854.238653,10.7.0.3,pump3sensor,217.2999382019043,1
864,1582126854.257228,10.7.0.4,chlorinepumpsensor,7.5130462646484375,1
865,1582126854.412084,10.6.0.2,valve2sensor,8.75997543334961,1
866,1582126854.428278,10.7.0.3,valve3sensor,7.706165313720703,1
867,1582126854.442225,10.7.0.4,chlorinevalvesensor,8.772134780883789,1
868,1582126854.822023,10.6.0.1,pump1sensor,10.447978973388672,1
869,1582126854.837487,10.7.0.4,chlorinatorsensor,9.845972061157227,1
870,1582126854.843232,10.6.0.2,pump2sensor,7.111072540283203,1
871,1582126854.848944,10.7.0.3,municipaltanksensor,5.008935928344727,1
872,1582126855.056646,10.7.0.4,chlorinetanksensor,9.952068328857422,1
873,1582126855.057485,10.6.0.1,reservoirsensor,9.479045867919922,1
874,1582126855.236382,10.6.0.1,valve1sensor,8.567094802856445,1
875,1582126855.248065,10.7.0.3,pump3sensor,8.201837539672852,1
876,1582126855.268272,10.7.0.4,chlorinepumpsensor,9.447097778320312,1
877,1582126855.438423,10.7.0.3,valve3sensor,8.6669921875,1
878,1582126855.454937,10.7.0.4,chlorinevalvesensor,11.508941650390625,1
879,1582126855.630688,10.6.0.2,valve2sensor,217.29516983032227,1
880,1582126855.834621,10.6.0.1,pump1sensor,8.907079696655273,1
881,1582126855.848901,10.7.0.4,chlorinatorsensor,9.95492935180664,1
882,1582126855.852591,10.6.0.2,pump2sensor,8.60285758972168,1
883,1582126855.857619,10.7.0.3,municipaltanksensor,8.285999298095703,1
884,1582126856.066217,10.7.0.4,chlorinetanksensor,8.424997329711914,1
885,1582126856.068949,10.6.0.1,reservoirsensor,10.221004486083984,1
886,1582126856.24839,10.6.0.1,valve1sensor,10.586977005004883,1
887,1582126856.257718,10.7.0.3,pump3sensor,8.337974548339844,1
888,1582126856.276657,10.7.0.4,chlorinepumpsensor,7.331132888793945,1
889,1582126856.448485,10.7.0.3,valve3sensor,8.450031280517578,1
890,1582126856.463969,10.7.0.4,chlorinevalvesensor,7.801055908203125,1
891,1582126856.640374,10.6.0.2,valve2sensor,8.05521011352539,1
892,1582126856.845564,10.6.0.1,pump1sensor,9.331941604614258,1
893,1582126856.858431,10.7.0.4,chlorinatorsensor,8.302927017211914,1
894,1582126856.86247,10.6.0.2,pump2sensor,8.646965026855469,1
895,1582126856.867854,10.7.0.3,municipaltanksensor,9.006023406982422,1
896,1582126857.077384,10.7.0.4,chlorinetanksensor,9.925127029418945,1
897,1582126857.079643,10.6.0.1,reservoirsensor,9.415864944458008,1
898,1582126857.258268,10.6.0.1,valve1sensor,8.263111114501953,1
899,1582126857.267265,10.7.0.3,pump3sensor,8.226871490478516,1
900,1582126857.28508,10.7.0.4,chlorinepumpsensor,7.351875305175781,1
901,1582126857.457916,10.7.0.3,valve3sensor,7.83085823059082,1
902,1582126857.472507,10.7.0.4,chlorinevalvesensor,6.948947906494141,1
903,1582126857.650091,10.6.0.2,valve2sensor,8.495092391967773,1
904,1582126857.855418,10.6.0.1,pump1sensor,8.218050003051758,1
905,1582126857.868326,10.7.0.4,chlorinatorsensor,8.297920227050781,1
906,1582126857.873813,10.6.0.2,pump2sensor,9.032964706420898,1
907,1582126857.877275,10.7.0.3,municipaltanksensor,8.183956146240234,1
908,1582126858.08788,10.7.0.4,chlorinetanksensor,8.867025375366211,1
909,1582126858.091765,10.6.0.1,reservoirsensor,10.447978973388672,1
910,1582126858.267593,10.6.0.1,valve1sensor,8.079051971435547,1
911,1582126858.277115,10.7.0.3,pump3sensor,8.630037307739258,1
912,1582126858.292422,10.7.0.4,chlorinepumpsensor,6.695985794067383,1
913,1582126858.468529,10.7.0.3,valve3sensor,9.399175643920898,1
914,1582126858.482216,10.7.0.4,chlorinevalvesensor,8.083105087280273,1
915,1582126858.6615,10.6.0.2,valve2sensor,9.769916534423828,1
916,1582126858.865846,10.6.0.1,pump1sensor,8.741140365600586,1
917,1582126858.877753,10.7.0.4,chlorinatorsensor,8.025884628295898,1
918,1582126858.882445,10.6.0.2,pump2sensor,7.483005523681641,1
919,1582126858.886193,10.7.0.3,municipaltanksensor,7.727861404418945,1
920,1582126859.098675,10.7.0.4,chlorinetanksensor,9.157180786132812,1
921,1582126859.103789,10.6.0.1,reservoirsensor,10.764837265014648,1
922,1582126859.277885,10.6.0.1,valve1sensor,8.616209030151367,1
923,1582126859.285737,10.7.0.3,pump3sensor,8.320808410644531,1
924,1582126859.479983,10.7.0.3,valve3sensor,10.207891464233398,1
925,1582126859.490976,10.7.0.4,chlorinevalvesensor,7.178068161010742,1
926,1582126859.50673,10.7.0.4,chlorinepumpsensor,213.3939266204834,1
927,1582126859.67186,10.6.0.2,valve2sensor,10.073184967041016,1
928,1582126859.876344,10.6.0.1,pump1sensor,9.259223937988281,1
929,1582126859.88833,10.7.0.4,chlorinatorsensor,9.286880493164062,1
930,1582126859.894478,10.6.0.2,pump2sensor,10.848045349121094,1
931,1582126859.897744,10.7.0.3,municipaltanksensor,10.330915451049805,1
932,1582126860.110038,10.7.0.4,chlorinetanksensor,9.723901748657227,1
933,1582126860.115283,10.6.0.1,reservoirsensor,9.889841079711914,1
934,1582126860.288291,10.6.0.1,valve1sensor,8.778810501098633,1
935,1582126860.298717,10.7.0.3,pump3sensor,11.561870574951172,1
936,1582126860.489997,10.7.0.3,valve3sensor,8.379220962524414,1
937,1582126860.499684,10.7.0.4,chlorinevalvesensor,7.078886032104492,1
938,1582126860.514598,10.7.0.4,chlorinepumpsensor,6.683111190795898,1
939,1582126860.681636,10.6.0.2,valve2sensor,8.080005645751953,1
940,1582126860.887233,10.6.0.1,pump1sensor,9.458065032958984,1
941,1582126860.899932,10.7.0.4,chlorinatorsensor,10.008096694946289,1
942,1582126860.904985,10.6.0.2,pump2sensor,9.333133697509766,1
943,1582126860.908155,10.7.0.3,municipaltanksensor,9.22393798828125,1
944,1582126861.12033,10.7.0.4,chlorinetanksensor,9.02104377746582,1
945,1582126861.128504,10.6.0.1,reservoirsensor,11.986970901489258,1
946,1582126861.298871,10.6.0.1,valve1sensor,8.93092155456543,1
947,1582126861.310605,10.7.0.3,pump3sensor,10.29205322265625,1
948,1582126861.500094,10.7.0.3,valve3sensor,8.469820022583008,1
949,1582126861.524828,10.7.0.4,chlorinepumpsensor,8.651018142700195,1
950,1582126861.693569,10.6.0.2,valve2sensor,10.693073272705078,1
951,1582126861.718733,10.7.0.4,chlorinevalvesensor,217.81492233276367,1
952,1582126861.898509,10.6.0.1,pump1sensor,9.740829467773438,1
953,1582126861.911887,10.7.0.4,chlorinatorsensor,10.029077529907227,1
954,1582126861.916196,10.6.0.2,pump2sensor,10.823965072631836,1
955,1582126861.917806,10.7.0.3,municipaltanksensor,8.460044860839844,1
956,1582126862.139757,10.6.0.1,reservoirsensor,10.032176971435547,1
957,1582126862.309924,10.6.0.1,valve1sensor,10.162115097045898,1
958,1582126862.320579,10.7.0.3,pump3sensor,8.427858352661133,1
959,1582126862.338738,10.7.0.4,chlorinetanksensor,216.77613258361816,1
960,1582126862.51143,10.7.0.3,valve3sensor,9.944915771484375,1
961,1582126862.534564,10.7.0.4,chlorinepumpsensor,9.051084518432617,1
962,1582126862.704601,10.6.0.2,valve2sensor,9.788036346435547,1
963,1582126862.72908,10.7.0.4,chlorinevalvesensor,8.745193481445312,1
964,1582126862.923052,10.7.0.4,chlorinatorsensor,9.942054748535156,1
965,1582126862.929268,10.6.0.2,pump2sensor,11.656045913696289,1
966,1582126863.114823,10.6.0.1,pump1sensor,214.60795402526855,1
967,1582126863.146614,10.7.0.3,municipaltanksensor,227.61988639831543,1
968,1582126863.150534,10.6.0.1,reservoirsensor,9.145975112915039,1
969,1582126863.320149,10.6.0.1,valve1sensor,8.96906852722168,1
970,1582126863.329245,10.7.0.3,pump3sensor,7.467031478881836,1
971,1582126863.347288,10.7.0.4,chlorinetanksensor,6.969928741455078,1
972,1582126863.522062,10.7.0.3,valve3sensor,8.986949920654297,1
973,1582126863.543074,10.7.0.4,chlorinepumpsensor,6.9179534912109375,1
974,1582126863.714168,10.6.0.2,valve2sensor,8.794069290161133,1
975,1582126863.738479,10.7.0.4,chlorinevalvesensor,7.801055908203125,1
976,1582126863.933399,10.7.0.4,chlorinatorsensor,8.72802734375,1
977,1582126863.941885,10.6.0.2,pump2sensor,8.941888809204102,1
978,1582126864.12599,10.6.0.1,pump1sensor,9.527921676635742,1
979,1582126864.156579,10.7.0.3,municipaltanksensor,8.340835571289062,1
980,1582126864.161516,10.6.0.1,reservoirsensor,9.734153747558594,1
981,1582126864.330533,10.6.0.1,valve1sensor,8.75091552734375,1
982,1582126864.337846,10.7.0.3,pump3sensor,7.103919982910156,1
983,1582126864.356341,10.7.0.4,chlorinetanksensor,7.472991943359375,1
984,1582126864.5333,10.7.0.3,valve3sensor,9.586095809936523,1
985,1582126864.552871,10.7.0.4,chlorinepumpsensor,8.205890655517578,1
986,1582126864.724265,10.6.0.2,valve2sensor,8.450984954833984,1
987,1582126864.748359,10.7.0.4,chlorinevalvesensor,8.257150650024414,1
988,1582126864.945263,10.7.0.4,chlorinatorsensor,10.251998901367188,1
989,1582126864.954042,10.6.0.2,pump2sensor,9.99903678894043,1
990,1582126865.13925,10.6.0.1,pump1sensor,11.587142944335938,1
991,1582126865.171397,10.6.0.1,reservoirsensor,8.452177047729492,1
992,1582126865.342767,10.6.0.1,valve1sensor,10.607004165649414,1
993,1582126865.349793,10.7.0.3,pump3sensor,10.67209243774414,1
994,1582126865.364903,10.7.0.4,chlorinetanksensor,7.361173629760742,1
995,1582126865.374337,10.7.0.3,municipaltanksensor,216.5811061859131,1
996,1582126865.545082,10.7.0.3,valve3sensor,10.374069213867188,1
997,1582126865.735058,10.6.0.2,valve2sensor,9.145021438598633,1
998,1582126865.757062,10.7.0.4,chlorinevalvesensor,7.33494758605957,1
999,1582126865.770563,10.7.0.4,chlorinepumpsensor,216.39394760131836,1
1000,1582126865.956399,10.7.0.4,chlorinatorsensor,9.50002670288086,1
1001,1582126865.968104,10.6.0.2,pump2sensor,12.15505599975586,1
1002,1582126866.148893,10.6.0.1,pump1sensor,7.994890213012695,1
1003,1582126866.180657,10.6.0.1,reservoirsensor,7.646083831787109,1
1004,1582126866.353219,10.6.0.1,valve1sensor,8.813858032226562,1
1005,1582126866.373831,10.7.0.4,chlorinetanksensor,7.339000701904297,1
1006,1582126866.383301,10.7.0.3,municipaltanksensor,7.40504264831543,1
1007,1582126866.555513,10.7.0.3,valve3sensor,8.81195068359375,1
1008,1582126866.574254,10.7.0.3,pump3sensor,223.283052444458,1
1009,1582126866.744708,10.6.0.2,valve2sensor,7.998943328857422,1
1010,1582126866.766206,10.7.0.4,chlorinevalvesensor,7.548809051513672,1
1011,1582126866.779794,10.7.0.4,chlorinepumpsensor,8.067846298217773,1
1012,1582126866.969479,10.7.0.4,chlorinatorsensor,11.410951614379883,1
1013,1582126866.97982,10.6.0.2,pump2sensor,10.185003280639648,1
1014,1582126867.160368,10.6.0.1,pump1sensor,9.840965270996094,1
1015,1582126867.189837,10.6.0.1,reservoirsensor,7.556915283203125,1
1016,1582126867.363893,10.6.0.1,valve1sensor,9.405851364135742,1
1017,1582126867.382442,10.7.0.4,chlorinetanksensor,7.388830184936523,1
1018,1582126867.392448,10.7.0.3,municipaltanksensor,7.9631805419921875,1
1019,1582126867.564735,10.7.0.3,valve3sensor,8.948087692260742,1
1020,1582126867.584082,10.7.0.3,pump3sensor,8.630990982055664,1
1021,1582126867.756936,10.6.0.2,valve2sensor,10.588884353637695,1
1022,1582126867.775452,10.7.0.4,chlorinevalvesensor,7.64918327331543,1
1023,1582126867.788386,10.7.0.4,chlorinepumpsensor,7.407903671264648,1
1024,1582126867.982807,10.7.0.4,chlorinatorsensor,11.718034744262695,1
1025,1582126867.989583,10.6.0.2,pump2sensor,8.539915084838867,1
1026,1582126868.170598,10.6.0.1,pump1sensor,8.561849594116211,1
1027,1582126868.198139,10.6.0.1,reservoirsensor,7.0590972900390625,1
1028,1582126868.374163,10.6.0.1,valve1sensor,8.620023727416992,1
1029,1582126868.390588,10.7.0.4,chlorinetanksensor,6.962060928344727,1
1030,1582126868.399888,10.7.0.3,municipaltanksensor,6.249904632568359,1
1031,1582126868.575807,10.7.0.3,valve3sensor,9.435892105102539,1
1032,1582126868.593691,10.7.0.3,pump3sensor,8.008956909179688,1
1033,1582126868.767573,10.6.0.2,valve2sensor,8.996963500976562,1
1034,1582126868.785279,10.7.0.4,chlorinevalvesensor,8.21995735168457,1
1035,1582126868.796537,10.7.0.4,chlorinepumpsensor,7.231950759887695,1
1036,1582126868.992774,10.7.0.4,chlorinatorsensor,8.728981018066406,1
1037,1582126868.998871,10.6.0.2,pump2sensor,8.090019226074219,1
1038,1582126869.183012,10.6.0.1,pump1sensor,10.753870010375977,1
1039,1582126869.20824,10.6.0.1,reservoirsensor,8.888006210327148,1
1040,1582126869.385501,10.6.0.1,valve1sensor,9.735107421875,1
1041,1582126869.400631,10.7.0.4,chlorinetanksensor,8.455038070678711,1
1042,1582126869.411149,10.7.0.3,municipaltanksensor,10.241985321044922,1
1043,1582126869.585878,10.7.0.3,valve3sensor,8.455038070678711,1
1044,1582126869.601608,10.7.0.3,pump3sensor,6.721019744873047,1
1045,1582126869.777823,10.6.0.2,valve2sensor,8.565902709960938,1
1046,1582126869.795144,10.7.0.4,chlorinevalvesensor,8.636951446533203,1
1047,1582126869.807232,10.7.0.4,chlorinepumpsensor,9.916067123413086,1
1048,1582126870.004696,10.7.0.4,chlorinatorsensor,10.291099548339844,1
1049,1582126870.012372,10.6.0.2,pump2sensor,11.886835098266602,1
1050,1582126870.193662,10.6.0.1,pump1sensor,9.011030197143555,1
1051,1582126870.221286,10.6.0.1,reservoirsensor,11.861801147460938,1
1052,1582126870.396226,10.6.0.1,valve1sensor,9.489059448242188,1
1053,1582126870.411446,10.7.0.4,chlorinetanksensor,9.669065475463867,1
1054,1582126870.419984,10.7.0.3,municipaltanksensor,7.395029067993164,1
1055,1582126870.59846,10.7.0.3,valve3sensor,11.282205581665039,1
1056,1582126870.611687,10.7.0.3,pump3sensor,8.887052536010742,1
1057,1582126870.787724,10.6.0.2,valve2sensor,8.671045303344727,1
1058,1582126870.804571,10.7.0.4,chlorinevalvesensor,8.210897445678711,1
1059,1582126870.815375,10.7.0.4,chlorinepumpsensor,6.939888000488281,1
1060,1582126871.014106,10.7.0.4,chlorinatorsensor,7.793188095092773,1
1061,1582126871.021475,10.6.0.2,pump2sensor,7.896900177001953,1
1062,1582126871.206456,10.6.0.1,pump1sensor,11.524200439453125,1
1063,1582126871.231869,10.6.0.1,reservoirsensor,9.329795837402344,1
1064,1582126871.407426,10.6.0.1,valve1sensor,9.557008743286133,1
1065,1582126871.423388,10.7.0.4,chlorinetanksensor,10.66899299621582,1
1066,1582126871.430944,10.7.0.3,municipaltanksensor,9.58108901977539,1
1067,1582126871.611718,10.7.0.3,valve3sensor,11.648178100585938,1
1068,1582126871.621575,10.7.0.3,pump3sensor,8.630990982055664,1
1069,1582126871.814706,10.7.0.4,chlorinevalvesensor,7.915019989013672,1
1070,1582126871.824235,10.7.0.4,chlorinepumpsensor,7.616996765136719,1
1071,1582126872.003082,10.6.0.2,valve2sensor,213.71889114379883,1
1072,1582126872.024364,10.7.0.4,chlorinatorsensor,8.987903594970703,1
1073,1582126872.036154,10.6.0.2,pump2sensor,13.492822647094727,1
1074,1582126872.216633,10.6.0.1,pump1sensor,8.537054061889648,1
1075,1582126872.240983,10.6.0.1,reservoirsensor,7.510900497436523,1
1076,1582126872.418302,10.6.0.1,valve1sensor,9.572982788085938,1
1077,1582126872.432623,10.7.0.4,chlorinetanksensor,8.026123046875,1
1078,1582126872.440401,10.7.0.3,municipaltanksensor,8.234977722167969,1
1079,1582126872.620744,10.7.0.3,valve3sensor,7.783174514770508,1
1080,1582126872.631297,10.7.0.3,pump3sensor,8.529901504516602,1
1081,1582126872.826424,10.7.0.4,chlorinevalvesensor,10.468006134033203,1
1082,1582126872.834802,10.7.0.4,chlorinepumpsensor,9.439945220947266,1
1083,1582126873.0149,10.6.0.2,valve2sensor,10.59412956237793,1
1084,1582126873.032919,10.7.0.4,chlorinatorsensor,7.582187652587891,1
1085,1582126873.045865,10.6.0.2,pump2sensor,8.537054061889648,1
1086,1582126873.249847,10.6.0.1,reservoirsensor,7.611989974975586,1
1087,1582126873.428886,10.6.0.1,valve1sensor,8.982181549072266,1
1088,1582126873.434398,10.6.0.1,pump1sensor,216.98498725891113,1
1089,1582126873.441358,10.7.0.4,chlorinetanksensor,7.899045944213867,1
1090,1582126873.449064,10.7.0.3,municipaltanksensor,7.505893707275391,1
1091,1582126873.632108,10.7.0.3,valve3sensor,10.738134384155273,1
1092,1582126873.837214,10.7.0.4,chlorinevalvesensor,9.158134460449219,1
1093,1582126873.845962,10.7.0.4,chlorinepumpsensor,9.943962097167969,1
1094,1582126873.858831,10.7.0.3,pump3sensor,226.33099555969238,1
1095,1582126874.025429,10.6.0.2,valve2sensor,9.019136428833008,1
1096,1582126874.040593,10.7.0.4,chlorinatorsensor,7.216215133666992,1
1097,1582126874.056253,10.6.0.2,pump2sensor,9.676218032836914,1
1098,1582126874.26235,10.6.0.1,reservoirsensor,10.501861572265625,1
1099,1582126874.440144,10.6.0.1,valve1sensor,9.978055953979492,1
1100,1582126874.448852,10.6.0.1,pump1sensor,11.08694076538086,1
1101,1582126874.449954,10.7.0.4,chlorinetanksensor,8.306026458740234,1
1102,1582126874.456791,10.7.0.3,municipaltanksensor,7.444143295288086,1
1103,1582126874.64196,10.7.0.3,valve3sensor,8.208990097045898,1
1104,1582126874.84838,10.7.0.4,chlorinevalvesensor,9.70602035522461,1
1105,1582126874.855759,10.7.0.4,chlorinepumpsensor,8.566141128540039,1
1106,1582126874.866162,10.7.0.3,pump3sensor,6.128072738647461,1
1107,1582126875.034999,10.6.0.2,valve2sensor,8.37087631225586,1
1108,1582126875.051638,10.7.0.4,chlorinatorsensor,10.293006896972656,1
1109,1582126875.067427,10.6.0.2,pump2sensor,10.05101203918457,1
1110,1582126875.274015,10.6.0.1,reservoirsensor,10.048151016235352,1
1111,1582126875.453832,10.6.0.1,valve1sensor,12.051105499267578,1
1112,1582126875.460857,10.6.0.1,pump1sensor,10.772943496704102,1
1113,1582126875.46753,10.7.0.3,municipaltanksensor,10.16092300415039,1
1114,1582126875.653927,10.7.0.3,valve3sensor,10.324954986572266,1
1115,1582126875.6707,10.7.0.4,chlorinetanksensor,219.5911407470703,1
1116,1582126875.859568,10.7.0.4,chlorinevalvesensor,9.562969207763672,1
1117,1582126875.867899,10.7.0.4,chlorinepumpsensor,10.89620590209961,1
1118,1582126875.873314,10.7.0.3,pump3sensor,6.48808479309082,1
1119,1582126876.047774,10.6.0.2,valve2sensor,11.558055877685547,1
1120,1582126876.061055,10.7.0.4,chlorinatorsensor,9.015798568725586,1
1121,1582126876.075429,10.6.0.2,pump2sensor,6.41322135925293,1
1122,1582126876.284165,10.6.0.1,reservoirsensor,8.579015731811523,1
1123,1582126876.464617,10.6.0.1,valve1sensor,9.519100189208984,1
1124,1582126876.473012,10.6.0.1,pump1sensor,11.687040328979492,1
1125,1582126876.478881,10.7.0.3,municipaltanksensor,9.734153747558594,1
1126,1582126876.663342,10.7.0.3,valve3sensor,8.162975311279297,1
1127,1582126876.679563,10.7.0.4,chlorinetanksensor,7.637977600097656,1
1128,1582126876.868904,10.7.0.4,chlorinevalvesensor,7.699012756347656,1
1129,1582126876.876898,10.7.0.4,chlorinepumpsensor,7.761955261230469,1
1130,1582126876.88262,10.7.0.3,pump3sensor,8.089065551757812,1
1131,1582126877.057262,10.6.0.2,valve2sensor,8.249044418334961,1
1132,1582126877.067906,10.7.0.4,chlorinatorsensor,6.595134735107422,1
1133,1582126877.081536,10.6.0.2,pump2sensor,5.737066268920898,1
1134,1582126877.293703,10.6.0.1,reservoirsensor,7.920980453491211,1
1135,1582126877.478418,10.6.0.1,valve1sensor,12.150049209594727,1
1136,1582126877.48607,10.6.0.1,pump1sensor,12.60995864868164,1
1137,1582126877.489711,10.7.0.3,municipaltanksensor,9.615898132324219,1
1138,1582126877.6751,10.7.0.3,valve3sensor,10.529041290283203,1
1139,1582126877.688388,10.7.0.4,chlorinetanksensor,8.42905044555664,1
1140,1582126877.888695,10.7.0.4,chlorinepumpsensor,10.483026504516602,1
1141,1582126877.893379,10.7.0.3,pump3sensor,9.557962417602539,1
1142,1582126878.068602,10.6.0.2,valve2sensor,10.093927383422852,1
1143,1582126878.078256,10.7.0.4,chlorinatorsensor,9.012937545776367,1
1144,1582126878.090124,10.6.0.2,pump2sensor,7.338047027587891,1
1145,1582126878.094149,10.7.0.4,chlorinevalvesensor,223.62995147705078,1
1146,1582126878.305631,10.6.0.1,reservoirsensor,10.296106338500977,1
1147,1582126878.49247,10.6.0.1,valve1sensor,12.811899185180664,1
1148,1582126878.499429,10.6.0.1,pump1sensor,11.152982711791992,1
1149,1582126878.501934,10.7.0.3,municipaltanksensor,10.975122451782227,1
1150,1582126878.684451,10.7.0.3,valve3sensor,7.749080657958984,1
1151,1582126878.698149,10.7.0.4,chlorinetanksensor,8.402109146118164,1
1152,1582126878.899039,10.7.0.4,chlorinepumpsensor,8.718013763427734,1
1153,1582126878.903241,10.7.0.3,pump3sensor,8.59522819519043,1
1154,1582126879.079228,10.6.0.2,valve2sensor,9.853124618530273,1
1155,1582126879.088854,10.7.0.4,chlorinatorsensor,8.872032165527344,1
1156,1582126879.102774,10.7.0.4,chlorinevalvesensor,7.315158843994141,1
1157,1582126879.302954,10.6.0.2,pump2sensor,211.6830348968506,1
1158,1582126879.314735,10.6.0.1,reservoirsensor,8.111000061035156,1
1159,1582126879.502394,10.6.0.1,valve1sensor,8.615970611572266,1
1160,1582126879.50859,10.6.0.1,pump1sensor,7.9250335693359375,1
1161,1582126879.512326,10.7.0.3,municipaltanksensor,9.160995483398438,1
1162,1582126879.695897,10.7.0.3,valve3sensor,9.76109504699707,1
1163,1582126879.707547,10.7.0.4,chlorinetanksensor,8.172988891601562,1
1164,1582126879.911523,10.7.0.4,chlorinepumpsensor,10.842084884643555,1
1165,1582126879.915856,10.7.0.3,pump3sensor,11.133193969726562,1
1166,1582126880.092271,10.6.0.2,valve2sensor,11.40594482421875,1
1167,1582126880.112587,10.7.0.4,chlorinevalvesensor,8.224010467529297,1
1168,1582126880.306896,10.7.0.4,chlorinatorsensor,216.994047164917,1
1169,1582126880.313937,10.6.0.2,pump2sensor,9.719133377075195,1
1170,1582126880.323774,10.6.0.1,reservoirsensor,7.621049880981445,1
1171,1582126880.515754,10.6.0.1,valve1sensor,9.622812271118164,1
1172,1582126880.5195,10.6.0.1,pump1sensor,10.111808776855469,1
1173,1582126880.522353,10.7.0.3,municipaltanksensor,8.905172348022461,1
1174,1582126880.70506,10.7.0.3,valve3sensor,7.5168609619140625,1
1175,1582126880.71846,10.7.0.4,chlorinetanksensor,9.37795639038086,1
1176,1582126880.921359,10.7.0.4,chlorinepumpsensor,8.149862289428711,1
1177,1582126880.925108,10.7.0.3,pump3sensor,8.045196533203125,1
1178,1582126881.102912,10.6.0.2,valve2sensor,9.528160095214844,1
1179,1582126881.120628,10.7.0.4,chlorinevalvesensor,6.834983825683594,1
1180,1582126881.318267,10.7.0.4,chlorinatorsensor,9.72294807434082,1
1181,1582126881.325546,10.6.0.2,pump2sensor,9.988784790039062,1
1182,1582126881.526182,10.6.0.1,valve1sensor,8.829116821289062,1
1183,1582126881.531862,10.6.0.1,pump1sensor,11.137008666992188,1
1184,1582126881.535052,10.7.0.3,municipaltanksensor,11.430025100708008,1
1185,1582126881.538103,10.6.0.1,reservoirsensor,213.14096450805664,1
1186,1582126881.715636,10.7.0.3,valve3sensor,8.977890014648438,1
1187,1582126881.728321,10.7.0.4,chlorinetanksensor,8.276939392089844,1
1188,1582126881.930686,10.7.0.4,chlorinepumpsensor,7.686853408813477,1
1189,1582126881.936373,10.7.0.3,pump3sensor,10.010004043579102,1
1190,1582126882.118704,10.6.0.2,valve2sensor,14.160871505737305,1
1191,1582126882.129148,10.7.0.4,chlorinevalvesensor,7.411956787109375,1
1192,1582126882.3294,10.7.0.4,chlorinatorsensor,9.454965591430664,1
1193,1582126882.335627,10.6.0.2,pump2sensor,8.867979049682617,1
1194,1582126882.536335,10.6.0.1,valve1sensor,8.55398178100586,1
1195,1582126882.545935,10.6.0.1,pump1sensor,12.350082397460938,1
1196,1582126882.546449,10.7.0.3,municipaltanksensor,9.948015213012695,1
1197,1582126882.547917,10.6.0.1,reservoirsensor,8.572101593017578,1
1198,1582126882.725415,10.7.0.3,valve3sensor,8.105993270874023,1
1199,1582126882.737033,10.7.0.4,chlorinetanksensor,7.660150527954102,1
1200,1582126882.940973,10.7.0.4,chlorinepumpsensor,8.668899536132812,1
1201,1582126882.946832,10.7.0.3,pump3sensor,8.861064910888672,1
1202,1582126883.131107,10.6.0.2,valve2sensor,10.76507568359375,1
1203,1582126883.140417,10.7.0.4,chlorinevalvesensor,9.771108627319336,1
1204,1582126883.339493,10.7.0.4,chlorinatorsensor,8.421897888183594,1
1205,1582126883.346316,10.6.0.2,pump2sensor,9.423017501831055,1
1206,1582126883.54633,10.6.0.1,valve1sensor,8.372068405151367,1
1207,1582126883.556238,10.7.0.3,municipaltanksensor,8.585929870605469,1
1208,1582126883.558803,10.6.0.1,reservoirsensor,9.51695442199707,1
1209,1582126883.737727,10.7.0.3,valve3sensor,10.682106018066406,1
1210,1582126883.747755,10.7.0.4,chlorinetanksensor,9.81903076171875,1
1211,1582126883.766671,10.6.0.1,pump1sensor,219.43402290344238,1
1212,1582126883.951384,10.7.0.4,chlorinepumpsensor,8.806943893432617,1
1213,1582126883.960929,10.7.0.3,pump3sensor,12.495994567871094,1
1214,1582126884.142783,10.6.0.2,valve2sensor,10.030031204223633,1
1215,1582126884.150821,10.7.0.4,chlorinevalvesensor,9.428977966308594,1
1216,1582126884.350797,10.7.0.4,chlorinatorsensor,9.674072265625,1
1217,1582126884.359599,10.6.0.2,pump2sensor,12.052059173583984,1
1218,1582126884.558648,10.6.0.1,valve1sensor,10.69498062133789,1
1219,1582126884.569071,10.7.0.3,municipaltanksensor,10.881900787353516,1
1220,1582126884.572517,10.6.0.1,reservoirsensor,12.520074844360352,1
1221,1582126884.74999,10.7.0.3,valve3sensor,10.615110397338867,1
1222,1582126884.756687,10.7.0.4,chlorinetanksensor,7.297039031982422,1
